cod_id,http_status,stage_failed,reject_detail,n_blocks,n_sites,n_sites_primitive,volume_a3,is_ordered,formula_declared,formula_parsed,max_z,min_nn_dist_a,contains_carbon,n_parser_warnings,survived
7131949,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,4,False
7132305,200,,,1,98,98,1111.708,True,C21 H24 I2 N2,H48 C42 I4 N4,53,0.9497,True,0,True
7132528,200,ordered,partial or mixed site occupancy,1,148,,1310.4259,False,,H60 C40 S4 Br4 N8 O12,35,,True,0,False
7132574,200,size_within_limit,192 sites > 150,1,192,,2479.5326,True,C26 H31 N O4,H92 C88 N4 O8,8,0.8601,True,1,False
7132626,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,4,False
7132692,200,size_within_limit,344 sites > 150,1,344,,3585.632,True,C44 H36 Br Cl2 N3,H144 C176 Br4 N12 Cl8,35,0.9493,True,0,False
7132823,200,size_within_limit,168 sites > 150,1,168,,1722.7937,True,C24 H16 O2,H64 C96 O8,8,0.9294,True,0,False
7133266,200,size_within_limit,388 sites > 150,1,388,,3488.3698,True,C72 H116 Ca2 N4,Ca4 H232 C144 N8,20,0.9499,True,0,False
7133452,200,size_within_limit,344 sites > 150,1,344,,3925.8057,True,C40 H40 Cu I3 P2,Cu4 P8 H160 C160 I12,53,0.9493,True,0,False
7133453,200,size_within_limit,176 sites > 150,1,176,,2093.9071,True,C20 H20 Cu I2 P,Cu4 P4 H80 C80 I8,53,0.9498,True,0,False
7133505,200,ordered,partial or mixed site occupancy,1,448,,4381.1283,False,,Co4 P4 H180 C178 N40 Cl4 F24,27,,True,1,False
7133520,200,size_within_limit,316 sites > 150,1,316,,2985.7221,True,C41 H37 N,H148 C164 N4,7,0.88,True,0,False
7133588,200,ordered,partial or mixed site occupancy,1,183,,1614.7965,False,,Bi1 B1 H50 C64 N1 Cl1 O1 F24,83,,True,0,False
7133596,200,ordered,partial or mixed site occupancy,1,1472,,11119.6066,False,,Si16 Sn8 H776 C464 N24 O28,50,,True,0,False
7133648,200,ordered,partial or mixed site occupancy,1,1328,,11791.7645,False,,K8 Si32 H700 C432 N16 O58,19,,True,1,False
7133806,200,ordered,partial or mixed site occupancy,1,488,,4445.6977,False,,H212 C216 N20 Cl8 O8,17,,True,0,False
7134059,200,size_within_limit,472 sites > 150,1,472,,4640.192,True,C29 H26 N2 O2,H208 C232 N16 O16,8,,True,1,False
7134090,200,size_within_limit,1248 sites > 150,1,1248,,13594.0397,True,C35 H35 Au Cl2 N2 O S2,H560 Au16 C560 S32 N32 Cl32 O16,79,,True,1,False
7134589,200,size_within_limit,424 sites > 150,1,424,,4203.78,True,C25 H23 N O3 S,H184 C200 S8 N8 O24,16,,True,0,False
7134639,200,ordered,partial or mixed site occupancy,1,432,,3329.7171,False,,Al4 H220 C144 N8,13,,True,0,False
7134744,200,,,1,128,64,1481.7703,True,C10 H4 S2,H32 C80 S16,16,0.9499,True,0,True
7134932,200,,,1,96,96,964.0327,True,C25 H20 O3,H40 C50 O6,8,0.9295,True,0,True
7135134,200,ordered,partial or mixed site occupancy,1,364,,3508.3442,False,,H135.84 C164 Cl8 O48,17,,True,0,False
7135151,200,ordered,partial or mixed site occupancy,1,588,,5590.0498,False,,H223.998 C235.998 N32 Cl23.994 O12,17,,True,0,False
7135197,200,ordered,partial or mixed site occupancy,1,183,,1616.4769,False,,B20 P4 H92 Au2 C38 N8 F6,79,,True,0,False
7135275,200,size_within_limit,180 sites > 150,1,180,,1697.9925,True,C30 H48 B N7 O2 Si Ti,Ti2 Si2 B2 H96 C60 N14 O4,22,0.9498,True,0,False
7135655,200,,,1,86,86,898.4758,True,C22 H16 Br Cl O3,H32 C44 Br2 Cl2 O6,35,0.9499,True,0,True
7135666,200,ordered,partial or mixed site occupancy,1,304,,1573.814,False,,B4 H60 C72 N12 Cl4,17,,True,0,False
7135785,200,ordered,partial or mixed site occupancy,1,268,,2163.3777,False,,H104 C88 N40 O8,8,,True,0,False
7135899,200,size_within_limit,348 sites > 150,1,348,,3299.7668,True,C36 H47 B Br Fe N,Fe4 B4 H188 C144 Br4 N4,35,0.88,True,0,False
7135921,200,ordered,partial or mixed site occupancy,1,240,,2619.3784,False,,B2 H66 Rh2 C98 N6 Cl4 O6 F48,45,,True,0,False
7135953,200,,,1,112,112,1206.2052,True,C14 H8 N4 O2,H32 C56 N16 O8,8,0.9295,True,0,True
7150051,200,,,1,52,52,575.8785,True,C14 H8 N2 S2,H16 C28 S4 N4,16,0.9494,True,0,True
7150117,200,size_within_limit,264 sites > 150,1,264,,3061.3171,True,C12 H18 Br4,H136 C96 Br32,35,0.7904,True,2,False
7150629,200,ordered,partial or mixed site occupancy,1,132,,1267.8028,False,,H52 C52 Br4 O12,35,,True,0,False
7150693,200,ordered,partial or mixed site occupancy,1,1680,,11435.6247,False,,H512 C512 S16 N32 O80,16,,True,0,False
7150795,200,size_within_limit,248 sites > 150,1,248,,2239.2852,True,C24 H30 N4 O4,H120 C96 N16 O16,8,0.8112,True,0,False
7150842,200,,,1,142,142,1213.5367,True,C28 H39 N O3,H78 C56 N2 O6,8,0.839,True,0,True
7150896,200,,,1,68,68,662.6849,True,C13 H14 N2 O5,H28 C26 N4 O10,8,0.9116,True,0,True
7150900,200,,,1,142,142,1472.9685,True,C30 H36 Cl N O Si2,Si4 H72 C60 N2 Cl2 O2,17,0.9391,True,0,True
7151041,200,,,1,124,124,1089.5303,True,C10 H16 O5,H64 C40 O20,8,0.8424,True,0,True
7151042,200,size_within_limit,308 sites > 150,1,308,,2967.8377,True,C31 H33 N7 O6,H132 C124 N28 O24,8,0.8387,True,0,False
7151134,200,size_within_limit,364 sites > 150,1,364,,3442.4603,True,C39 H46 O6,H184 C156 O24,8,0.7965,True,0,False
7151255,200,,,1,76,76,651.5791,True,C12 H19 N O6,H38 C24 N2 O12,8,0.8195,True,0,True
7151322,200,ordered,partial or mixed site occupancy,1,576,,6238.9051,False,,H257.168 C254.112 N31.056 Cl4 O24,17,,True,0,False
7151338,200,size_within_limit,248 sites > 150,1,248,,2024.6521,True,C22 H33 N O6,H132 C88 N4 O24,8,0.9895,True,0,False
7151622,200,ordered,partial or mixed site occupancy,1,220,,1614.9008,False,,H76 C68 N4 O20,8,,True,0,False
7151764,200,size_within_limit,282 sites > 150,1,282,,2489.739,True,C19 H23 N O4,H138 C114 N6 O24,8,0.9298,True,0,False
7151886,200,,,1,104,104,1375.1765,True,C12 H8 I2 N4,H32 C48 I8 N16,53,0.9496,True,0,True
7151953,200,size_within_limit,304 sites > 150,1,304,,2778.546,True,C23 H43 N O8 Si,Si4 H172 C92 N4 O32,14,0.8803,True,0,False
7152057,200,size_within_limit,328 sites > 150,1,328,,3308.6594,True,C16 H19 Br O5,H152 C128 Br8 O40,35,0.9497,True,0,False
7152208,200,,,1,88,88,829.7543,True,C38 H41 N3 O6,H41 C38 N3 O6,8,0.683,True,0,True
7152418,200,ordered,partial or mixed site occupancy,1,294,,2788.1611,False,,H114 C102 S6 N30 O22,16,,True,0,False
7152632,200,size_within_limit,196 sites > 150,1,196,,1775.2329,True,C21 H23 N O4,H92 C84 N4 O16,8,0.9492,True,0,False
7152830,200,,,1,100,100,1029.7978,True,C22 H24 Br N O2,H48 C44 Br2 N2 O4,35,0.9293,True,0,True
7153313,200,,,1,96,96,897.1166,True,C22 H20 F N5,H40 C44 N10 F2,9,0.9492,True,0,True
7153403,200,ordered,partial or mixed site occupancy,1,594,,5762.6154,False,,H288.18 C258 N30,7,,True,1,False
7153546,200,size_within_limit,176 sites > 150,1,176,,1785.2291,True,C24 H18 O2,H72 C96 O8,8,0.9291,True,0,False
7153910,200,size_within_limit,372 sites > 150,1,372,,4008.699,True,C41 H36 Br2 Cl2 N8 O4,H144 C164 Br8 N32 Cl8 O16,35,0.8595,True,0,False
7153928,200,ordered,partial or mixed site occupancy,1,218,,1731.778,False,,H76 C92 N12,7,,True,0,False
7154400,200,size_within_limit,160 sites > 150,1,160,,1485.9616,True,C16 H20 O4,H80 C64 O16,8,0.8193,True,0,False
7155022,200,size_within_limit,296 sites > 150,1,296,,3648.6677,True,C36 H22 N8 O6 Rb2,Rb8 H88 C144 N32 O24,37,0.9277,True,0,False
7155711,200,ordered,partial or mixed site occupancy,1,484,,2189.9522,False,,H52 C76 N8 O4 F68,9,,True,0,False
7155798,200,,,1,112,112,1112.6259,True,C15 H10 O3,H40 C60 O12,8,0.8399,True,0,True
7155838,200,,,1,120,120,1197.8398,True,C22 H25 N3 O10,H50 C44 N6 O20,8,0.9278,True,0,True
7156054,200,size_within_limit,252 sites > 150,1,252,,2694.569,True,C31 H23 Br F N3 O4,H92 C124 Br4 N12 O16 F4,35,0.8594,True,0,False
7156084,200,,,1,104,104,1476.1685,True,C26 H19 Cl F3 N3,H38 C52 N6 Cl2 F6,17,0.8596,True,0,True
7156089,200,size_within_limit,608 sites > 150,1,608,,6073.0551,True,C36 H35 N3 O2,H280 C288 N24 O16,8,,True,0,False
7156207,200,ordered,partial or mixed site occupancy,1,920,,8573.622,False,,H456 C284 N72 O68,8,,True,0,False
7156365,200,size_within_limit,176 sites > 150,1,176,,1753.5179,True,C18 H19 N O6,H76 C72 N4 O24,8,0.9495,True,0,False
7156513,200,,,1,110,110,1181.0889,True,C29 H17 F6 N O2,H34 C58 N2 O4 F12,9,0.9197,True,0,True
7156599,200,size_within_limit,240 sites > 150,1,240,,2587.5684,True,C16 H12 Br N,H96 C128 Br8 N8,35,0.9279,True,0,False
7156658,200,size_within_limit,184 sites > 150,1,184,,1911.3744,True,C18 H20 I N O4 S2,H80 C72 S8 I4 N4 O16,53,0.929,True,0,False
7156747,200,ordered,partial or mixed site occupancy,1,232,,1518.3844,False,,H88 C56 N4 O12 F12,9,,True,0,False
7156964,200,size_within_limit,224 sites > 150,1,224,,2177.0782,True,C24 H25 N O6,H100 C96 N4 O24,8,0.9491,True,0,False
7157653,200,size_within_limit,212 sites > 150,1,212,,2267.7653,True,C19 H23 Br2 N3 O4 S2,H92 C76 S8 Br8 N12 O16,35,0.9298,True,0,False
7157852,200,size_within_limit,216 sites > 150,1,216,,2142.1163,True,C25 H23 Cl N2 O3,H92 C100 N8 Cl4 O12,17,0.8201,True,0,False
7158047,200,size_within_limit,632 sites > 150,1,632,,6654.552,True,C74 H56 F21 N O4 Sb2,Sb8 H224 C296 N4 O16 F84,51,,True,0,False
7158169,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,4,False
7158511,200,size_within_limit,312 sites > 150,1,312,,3838.8016,True,C20 H14 Br N3 O,H112 C160 Br8 N24 O8,35,0.9297,True,0,False
7158561,200,size_within_limit,496 sites > 150,1,496,,5018.7025,True,C32 H27 N O2,H216 C256 N8 O16,8,,True,0,False
7158646,200,size_within_limit,196 sites > 150,1,196,,2085.4402,True,C26 H17 Cl N2 O3,H68 C104 N8 Cl4 O12,17,0.9299,True,0,False
7158652,200,ordered,partial or mixed site occupancy,1,126,,1035.8023,False,,H60 C44 N4 O10,8,,True,0,False
7158997,200,size_within_limit,480 sites > 150,1,480,,4986.6513,True,C31 H24 N2 O3,H192 C248 N16 O24,8,,True,0,False
7159092,200,size_within_limit,212 sites > 150,1,212,,2090.2908,True,C26 H21 F2 N3 O,H84 C104 N12 O4 F8,9,0.8799,True,0,False
7159241,200,size_within_limit,636 sites > 150,1,636,,6798.8622,True,C35 H35 Cl O5 S,H292 C284 S8 Cl8 O44,17,,True,1,False
7159446,200,size_within_limit,156 sites > 150,1,156,,1695.2921,True,C21 H15 Br N2,H60 C84 Br4 N8,35,0.9496,True,0,False
7159447,200,size_within_limit,164 sites > 150,1,164,,1811.044,True,C20 H16 Br N O3,H64 C80 Br4 N4 O12,35,0.7989,True,0,False
7159717,200,size_within_limit,240 sites > 150,1,240,,2242.8223,True,C11 H16 O3,H128 C88 O24,8,0.8204,True,0,False
7159756,200,size_within_limit,272 sites > 150,1,272,,2542.5696,True,C28 H29 Br O10,H116 C112 Br4 O40,35,0.9494,True,0,False
7159813,200,,,1,74,74,778.897,True,C17 H14 N4 O2,H28 C34 N8 O4,8,0.9298,True,0,True
7159861,200,size_within_limit,220 sites > 150,1,220,,2368.5219,True,C24 H20 N2 O7 S2,H80 C96 S8 N8 O28,16,0.9295,True,0,False
7160021,200,size_within_limit,156 sites > 150,1,156,,1597.6209,True,C17 H18 Cl N2 O S,H68 C68 S4 N8 Cl4 O4,17,0.9498,True,1,False
7160042,200,parsed,ValueError: could not convert string to float: '?',,,,,,,,,,,0,False
7160262,200,size_within_limit,300 sites > 150,1,300,,2979.3395,True,C33 H32 O8 S2,H128 C132 S8 O32,16,0.9494,True,0,False
7160267,200,,,1,72,72,717.8457,True,C19 H13 N O3,H26 C38 N2 O6,8,0.95,True,0,True
7160409,200,size_within_limit,496 sites > 150,1,496,,5163.5645,True,C36 H24 O2,H192 C288 O16,8,,True,0,False
7160479,200,ordered,partial or mixed site occupancy,1,180,,1646.8127,False,,H72 C80 N8 O4,8,,True,0,False
7160678,200,size_within_limit,372 sites > 150,1,372,,3642.3514,True,C92 H84 N8 O2,H168 C184 N16 O4,8,0.8469,True,0,False
7160697,200,size_within_limit,188 sites > 150,1,188,,2077.3258,True,C25 H18 N2 S2,H72 C100 S8 N8,16,0.9296,True,0,False
7160745,200,,,1,96,96,973.4088,True,C24 H17 N O5 S,H34 C48 S2 N2 O10,16,0.9297,True,0,True
7160749,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,4,False
7160762,200,,,1,116,116,1195.6892,True,C31 H23 Cl N2 O,H46 C62 N4 Cl2 O2,17,0.8659,True,0,True
7160828,200,size_within_limit,320 sites > 150,1,320,,3052.8079,True,C18 H20 B N,B8 H160 C144 N8,7,0.9397,True,0,False
7160856,200,size_within_limit,260 sites > 150,1,260,,2545.5246,True,C29 H27 B F2 N2 O4,B4 H108 C116 N8 O16 F8,9,0.9496,True,0,False
7160979,200,size_within_limit,320 sites > 150,1,320,,3095.8264,True,C36 H39 N O4,H156 C144 N4 O16,8,0.9294,True,0,False
7161015,200,ordered,partial or mixed site occupancy,1,126,,1060.8096,False,,H50 C52 N2 F6,9,,True,1,False
7161058,200,,,1,116,116,1261.9454,True,C14 H11 Br N2 O,H44 C56 Br4 N8 O4,35,0.8599,True,0,True
7161218,200,size_within_limit,158 sites > 150,1,158,,1584.2221,True,C35 H35 N O5 S3,H70 C70 S6 N2 O10,16,0.9494,True,0,False
7161220,200,,,1,108,108,1084.0579,True,C10 H13 N O2 S,H52 C40 S4 N4 O8,16,0.9298,True,0,True
7161234,200,size_within_limit,900 sites > 150,1,900,,8999.8659,True,C25 H24.33 O4,H396 C432 O72,8,,True,1,False
7200150,200,,,1,92,92,919.7911,True,C5 H6 Gd Na O10,Na4 Gd4 H24 C20 O40,64,0.8443,True,0,True
7200315,200,size_within_limit,320 sites > 150,1,320,,3169.218,True,C6 H10 Ag N3,Ag16 H160 C96 N48,47,0.9585,True,0,False
7200387,200,ordered,partial or mixed site occupancy,1,126,,1370.4191,False,,Mn2 H44 C58 N14 Cl2 O5,25,,True,1,False
7200527,200,size_within_limit,200 sites > 150,1,200,,2045.5838,True,C4 H10 Ho N O9 P2,Ho8 P16 H64 C32 N8 O72,67,0.8278,True,1,False
7200549,200,,,1,56,56,768.7058,True,C4 H16 Cd2 Cl6 N2 O2,Cd4 H24 C8 N4 Cl12 O4,48,0.9615,True,1,True
7200586,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
7200797,200,size_within_limit,528 sites > 150,1,528,,5565.0378,True,C34 H26 N2 S4,H208 C272 S32 N16,16,,True,0,False
7200916,200,ordered,partial or mixed site occupancy,1,288,,3005.4989,False,,H136 Ru4 C104 Cl2 O40.9,44,,True,1,False
7200927,200,size_within_limit,184 sites > 150,1,184,,1801.2898,True,C17 H20 B F3 N2 O3,B4 H80 C68 N8 O12 F12,9,0.9572,True,0,False
7200996,200,size_within_limit,210 sites > 150,1,210,,2197.6519,True,C52 H40 N12 O,H80 C104 N24 O2,8,0.9291,True,0,False
7201085,200,ordered,partial or mixed site occupancy,1,114,,1216.6671,False,,Zn2 H32 C48 N16 O8,30,,True,1,False
7201343,200,,,1,118,118,1029.9518,True,C8 H27 Al B5 F N6 O10 Zn,Al2 Zn2 B10 H54 C16 N12 O20 F2,30,0.8404,True,0,True
7201435,200,,,1,110,110,1420.0024,True,C20 H24 Cl6 N4 O4 U,U2 H40 C40 N8 Cl12 O8,92,0.8596,True,1,True
7201439,200,ordered,partial or mixed site occupancy,1,98,,814.1528,False,,Si2 H42 C36 S2,16,,True,0,False
7201496,200,,,1,136,136,3594.273,True,,Zn8 H48 C48 N32,30,1.0758,True,0,True
7201560,200,size_within_limit,248 sites > 150,1,248,,2459.5994,True,C17 H26 O17 Sr2,Sr8 H104 C68 O68,38,0.8202,True,0,False
7201586,200,ordered,partial or mixed site occupancy,1,5720,,40160.8337,False,,Fe16 H768 C1056 S768 O312,26,,True,2,False
7201837,200,ordered,partial or mixed site occupancy,1,178,,1184.0955,False,,Si2 H74 C54,14,,True,0,False
7201853,200,,,1,126,126,1337.3987,True,C29 H29 Au N O P S,P2 H58 Au2 C58 S2 N2 O2,79,0.9395,True,0,True
7202042,200,size_within_limit,180 sites > 150,1,180,,3252.2434,True,C22 H14 Ce O8,Ce4 H56 C88 O32,58,0.8295,True,0,False
7202107,200,ordered,partial or mixed site occupancy,1,384,,4488.0305,False,,Er18 Cu9 H96 C90 N36 O115.5,68,,True,1,False
7202275,200,,,1,116,116,1126.1342,True,C11 H12 N4 O2,H48 C44 N16 O8,8,0.8804,True,0,True
7202415,200,size_within_limit,154 sites > 150,1,154,,2121.5296,True,C33 H21 F8 I4 N5 O6,H42 C66 I8 N10 O12 F16,53,0.8419,True,1,False
7202457,200,size_within_limit,240 sites > 150,1,240,,2664.0573,True,C32 H32 N4 O4,H96 C120 N16 O8,8,0.9293,True,1,False
7202540,200,ordered,partial or mixed site occupancy,1,10,,118.5358,False,,La1.133 Ti2 O6,57,,False,1,False
7202565,200,ordered,partial or mixed site occupancy,1,236,,2385.5701,False,,H96 C120 N6 O12.788,8,,True,1,False
7202601,200,size_within_limit,304 sites > 150,1,304,,3539.3423,True,C34 H30 Cl5 N O3 P2 Pd,P8 H120 Pd4 C136 N4 Cl20 O12,46,0.841,True,0,False
7203106,200,size_within_limit,184 sites > 150,1,184,,1956.2616,True,C30 H32 F12 Mn2 N14 P2,Mn4 P4 H64 C60 N28 F24,25,0.9296,True,1,False
7203234,200,size_within_limit,552 sites > 150,1,552,,5636.4686,True,C28 H28 Ag N5 O5 S2,Ag8 H224 C224 S16 N40 O40,47,,True,0,False
7203386,200,,,1,148,148,1394.694,True,C13 H18 N5 O,H72 C52 N20 O4,8,0.9498,True,0,True
7203457,200,,,1,136,136,1322.8408,True,C13 H14 Ag N3 O3,Ag4 H56 C52 N12 O12,47,0.8994,True,0,True
7203598,200,size_within_limit,896 sites > 150,1,896,,9522.7974,True,C29 H20 F5 P Pd,P16 H320 Pd16 C464 F80,46,,True,0,False
7203815,200,,,1,6,2,180.8517,True,Sb,Sb6,51,2.8001,False,0,True
7203861,200,ordered,partial or mixed site occupancy,1,216,,2939.8534,False,,Ga24 P24 C24 N16 O120,31,,True,1,False
7203883,200,,,1,98,98,948.924,True,C22 H24 Cl N O,H48 C44 N2 Cl2 O2,17,0.9446,True,0,True
7203918,200,size_within_limit,188 sites > 150,1,188,,1895.4435,True,C25 H21 P,P4 H84 C100,15,1.0799,True,0,False
7204139,200,ordered,partial or mixed site occupancy,1,72,,835.7168,False,,H13 Pd2 C17 S21,46,,True,0,False
7204335,200,size_within_limit,456 sites > 150,1,456,,4201.3478,True,C18 H34 N4 O5,H240 C144 N32 O40,8,,True,1,False
7204470,200,,,1,92,92,926.5621,True,C10 H10 O3,H40 C40 O12,8,0.8199,True,0,True
7204587,200,,,1,80,80,784.4598,True,C24 H28 Cu2 N6 O18 P2,Cu2 P2 H28 C24 N6 O18,29,0.6682,True,0,True
7204601,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
7204641,200,,,1,44,44,472.347,True,C2 H7 N O8 Se3 Zn,Zn2 H14 C4 Se6 N2 O16,34,0.8196,True,0,True
7204726,200,,,1,48,48,844.2368,True,C5 H2 Br2 S3,H8 C20 S12 Br8,35,0.9901,True,0,True
7204866,200,,,1,118,118,1142.1296,True,C24 H31 Cl N2 O,H62 C48 N4 Cl2 O2,17,0.8692,True,0,True
7204992,200,,,1,116,116,1158.447,True,C13 H13 N O2,H52 C52 N4 O8,8,0.8918,True,0,True
7205030,200,ordered,partial or mixed site occupancy,1,108,,1177.3947,False,,Ag55.952 Sb4 S12 I12,53,,False,1,False
7205060,200,,,1,94,94,1043.6051,True,C24 H28 Co Mo6 N12 O23,Co1 Mo6 H28 C24 N12 O23,42,0.8196,True,0,True
7205062,200,ordered,partial or mixed site occupancy,1,1024,,9370.6888,False,,Gd8 H432 C312 S32 N16 O200,64,,True,0,False
7205326,200,size_within_limit,288 sites > 150,1,288,,2826.0855,True,C24 H37 Cs O10,Cs4 H148 C96 O40,55,0.8182,True,0,False
7205387,200,,,1,104,104,1230.4318,True,C12 H8 Cu2 N4,Cu8 H32 C48 N16,29,0.9292,True,0,True
7205418,200,size_within_limit,280 sites > 150,1,280,,2755.4368,True,C27 H34 Cl N O7,H136 C108 N4 Cl4 O28,17,0.7884,True,1,False
7205508,200,,,1,100,100,897.3786,True,C22 H24 N4,H48 C44 N8,7,0.9497,True,0,True
7205600,200,,,1,110,110,1119.2373,True,C38 H46 Ag2 F12 N10 Sb2,Ag2 Sb2 H46 C38 N10 F12,51,0.9494,True,0,True
7205601,200,,,1,110,110,1078.1562,True,C38 H46 Ag2 F12 N10 P2,Ag2 P2 H46 C38 N10 F12,47,0.9493,True,0,True
7205617,200,ordered,partial or mixed site occupancy,1,264,,2689.3981,False,,H100 C136 N8 O14,8,,True,1,False
7205894,200,,,1,100,100,942.4423,True,C44 H40 Cu2 N4 O10,Cu2 H40 C44 N4 O10,29,0.825,True,0,True
7206039,200,size_within_limit,200 sites > 150,1,200,,1893.9167,True,C24 H20 B2 N4,B8 H80 C96 N16,7,0.8794,True,0,False
7206056,200,,,1,148,148,1262.9083,True,C22 H48 Br N O2,H96 C44 Br2 N2 O4,35,0.8196,True,0,True
7206150,200,ordered,partial or mixed site occupancy,1,124,,1453.5754,False,,Cu4 P2 H46 C51 I6 O1,53,,True,0,False
7206269,200,ordered,partial or mixed site occupancy,1,1152,,10745.839,False,,Mn16 H368 C431.84 S16 N32 O104,25,,True,0,False
7206309,200,ordered,partial or mixed site occupancy,1,128,,840.3022,False,,H39.99 C29.996 N8 O11.998,8,,True,0,False
7206349,200,size_within_limit,180 sites > 150,1,180,,1874.5324,True,C25 H18 N2,H72 C100 N8,7,0.888,True,0,False
7206378,200,,,1,112,112,1178.918,True,C13 H12 N2 O,H48 C52 N8 O4,8,0.8708,True,0,True
7206417,200,size_within_limit,286 sites > 150,1,286,,2988.2149,True,C132 H116 Mn4 N8 Na4 O22,Na4 Mn4 H116 C132 N8 O22,25,0.8501,True,0,False
7206456,200,size_within_limit,344 sites > 150,1,344,,3397.4495,True,C37 H43 N3 O2 Pd,H172 Pd4 C148 N12 O8,46,0.9291,True,0,False
7206538,200,ordered,partial or mixed site occupancy,1,196,,1525.6289,False,,Gd4 H48 C52 N4 O28,64,,True,0,False
7206658,200,size_within_limit,170 sites > 150,1,170,,1891.5827,True,C42 H30 Br2 N4 Ni O4 S2,Ni2 H60 C84 S4 Br4 N8 O8,35,0.8385,True,0,False
7206663,200,size_within_limit,1216 sites > 150,1,1216,,17512.9504,True,C18.5 H19.5 N2.5 O7.5 S Zn,Zn32 H384 C544 S32 N64 O160,30,,True,1,False
7206883,200,ordered,partial or mixed site occupancy,1,72,,548.6057,False,,H24 C8 S4 N4 O8 F4,16,,True,0,False
7206951,200,size_within_limit,200 sites > 150,1,200,,1940.099,True,C84 H72 N12 O28 Zn4,Zn4 H72 C84 N12 O28,30,0.8208,True,0,False
7207118,200,,,1,148,148,1656.4619,True,C16 H12 N2 O5 Pb S,H48 Pb4 C64 S4 N8 O20,82,0.9284,True,0,True
7207138,200,,,1,64,64,673.4942,True,C3 H5 N2 Na O4 S,Na4 H20 C12 S4 N8 O16,16,0.8034,True,0,True
7207269,200,,,1,52,52,612.5903,True,C13 H7 Cl3 O3,H14 C26 Cl6 O6,17,0.9498,True,0,True
7207639,200,size_within_limit,220 sites > 150,1,220,,2248.0191,True,C21 H24 N4 O5 Zn,Zn4 H96 C84 N16 O20,30,0.9292,True,0,False
7207708,200,,,1,60,60,770.2239,True,C0 H2 Eu K O9 S2,K4 Eu4 H8 S8 O36,63,0.8498,False,0,True
7207776,200,size_within_limit,376 sites > 150,1,376,,4029.4175,True,C27 H52 N12 Ni O17,Ni4 H168 C108 N48 O48,28,0.8577,True,1,False
7207892,200,size_within_limit,184 sites > 150,1,184,,1948.8076,True,C42 H32 N11 O6 Yb,Yb2 H64 C84 N22 O12,70,0.9492,True,0,False
7207935,200,ordered,partial or mixed site occupancy,1,228,,3061.0803,False,,Er4 H60 C104 O36,68,,True,1,False
7208089,200,ordered,partial or mixed site occupancy,1,64,,589.4274,False,,H24 C28 O8,8,,True,0,False
7208134,200,,,1,84,84,785.8035,True,C22 H18 O2,H36 C44 O4,8,0.9297,True,0,True
7208301,200,ordered,partial or mixed site occupancy,1,218,,2742.3678,False,,Na15.96 Co4 H24 C60 N12 O70.06,27,,True,2,False
7208501,200,ordered,partial or mixed site occupancy,1,100,,1016.2898,False,,H34 C44 N4 Cl4 O4,17,,True,0,False
7208506,200,,,1,124,124,1188.4419,True,C13 H13 N3 O2,H52 C52 N12 O8,8,0.7832,True,0,True
7208573,200,,,1,94,94,969.3653,True,C20 H17 N3 O7,H34 C40 N6 O14,8,0.8398,True,0,True
7208582,200,,,1,108,108,993.9127,True,C11 H12 N2 O2,H48 C44 N8 O8,8,0.9493,True,0,True
7208920,200,size_within_limit,304 sites > 150,1,304,,3441.5731,True,C16 H12 Co N2 O5 S2,Co8 H96 C128 S16 N16 O40,27,0.7854,True,0,False
7208976,200,size_within_limit,288 sites > 150,1,288,,2745.2421,True,C11 H13 Cu N3 O7 S,Cu8 H104 C88 S8 N24 O56,29,0.8299,True,1,False
7209074,200,,,1,148,148,1374.7791,True,C66 H78 O4,H78 C66 O4,8,0.8398,True,0,True
7209161,200,ordered,partial or mixed site occupancy,1,276,,2104.9689,False,,H96 C60 S12 O36,16,,True,0,False
7209163,200,size_within_limit,252 sites > 150,1,252,,3191.7364,True,C26 H20 F6 N8 S2 Zn,Zn4 H80 C104 S8 N32 F24,30,0.8807,True,0,False
7209191,200,ordered,partial or mixed site occupancy,1,504,,5219.784,False,,Cu12 P12 H180 C120 N60 F72,29,,True,1,False
7209227,200,ordered,partial or mixed site occupancy,1,134,,1246.0899,False,,Cu2 P6 H56 C44 N4 O20.268,29,,True,1,False
7209311,200,,,1,6,6,147.2795,True,Ag As Sr,Sr2 Ag2 As2,47,2.6148,False,1,True
7209469,200,,,1,36,36,350.5909,True,B Mn3 O5,Mn12 B4 O20,25,1.3803,False,0,True
7209561,200,ordered,partial or mixed site occupancy,1,238,,2668.174,False,,Zn6 H80 C104 N12 O28,30,,True,0,False
7209606,200,size_within_limit,220 sites > 150,1,220,,2360.4321,True,C30 H16 B Cl N6 O,B4 H64 C120 N24 Cl4 O4,17,0.9489,True,0,False
7209980,200,size_within_limit,192 sites > 150,1,192,,2916.405,True,C6 H10 I4 N4,H80 C48 I32 N32,53,0.8597,True,0,False
